 ,,Part name,Unit Price,Total Price,Source,Team,Location (on vehicle),Specs,Purpose,Part Qauntitiy,Purchase Quantity,Link
,,Thermal paste,$13.99,$13.99,Amazon,Electronics,(various locations),N/A,Provides a thermal bridge,100g,1,https://www.amazon.com/HY-510-1pcs-25g-Thermal-Paste-Conductivity/dp/B07PHT3LWC/ref=sr_1_2_sspa?crid=12TXH6RJYA23M&dib=eyJ2IjoiMSJ9.Sy9AJsgkyUyZmVshdu-WnGjb7JqdoNcxJXkw8rOLcS9oEAjP24kydukqgQuTIFWH0mdW9SlKQHf7ntq_gP04LR5zwHlAOZD6V-0wvcopdlBl_MpLUDTutAdDVPWUsy5dTAkA8VTP5cJOQrA6SopbRmt1yM3ZVHsnNLyP16wZOkVG6ZnBis06MRyKTPKJ4R4oSD2XkUPpjbSOsgdhuPjXml9a-zUrwCa4j7ihlgMfFWc.9DTn8F05jluz_wlIoN0hwvqnETn_nKYvfDNpyGY4Bh4&dib_tag=se&keywords=thermal%2Bpaste&qid=1741425561&sprefix=thermal%2Bpaste%2Caps%2C181&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
,,Ptm7950 phase change thermal pads,$25.99,$25.99,Newegg,Electronics,(various locations),N/A,"Provides a more effective, thinner thermal bridge",80mmx80mm,1,https://www.newegg.com/p/2MB-001F-00072?Item=9SIA4REK368786&cm_sp=product-_-from-price-options
,,Heatsinks,$0.00,$0.00,Pre-Owned,Electronics,Interior face of Hull,,Dissipates heat,,,
,10,8 connector terminal blocks,$3.83,$30.64,Digikey,Electronics,Back plate near glands,[Need exact part],Takes cable inputs from glands,8,8,https://www.digikey.com/en/products/detail/phoenix-contact/1715789/260634?gclsrc=aw.ds&&utm_adgroup=General&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Supplier_Phoenix%20Contact_0277_Co-op&utm_term=&utm_content=General&utm_id=go_cmp-20504612307_adg-_ad-__dev-c_ext-_prd-260634_sig-Cj0KCQiA8q--BhDiARIsAP9tKI110WCRjKVtJdzv0LxQNrAAWoApXKyRCm6QHHgKhROyrJSA_HXswE8aAqEtEALw_wcB&gad_source=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI110WCRjKVtJdzv0LxQNrAAWoApXKyRCm6QHHgKhROyrJSA_HXswE8aAqEtEALw_wcB
,,16 gauge x6 cables,$1.48,$23.68,WireandCableYourWay,Electronics,Gland outputs,[Need exact part],cable for glands,16,16,https://www.wireandcableyourway.com/16-6-soow-portable-cord-600v-ul-csa
,,18 gauge x3 cables,$0.53,$21.20,WireandCableYourWay,Electronics,Gland outputs,[Need exact part],cable for glands,40,40,https://www.wireandcableyourway.com/18-3-soow-portable-cord-600v-ul-csa
,10,SPST switch,$0.71,$7.10,Digikey,Electronics,Electronics tray,"5V, 5A",Control circuits for power off and debugging,10,10,https://www.digikey.com/en/products/detail/e-switch/RA1113112R/3778055?gclsrc=aw.ds&&utm_adgroup=General&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Supplier_E-Switch_0141_Co-op&utm_term=&utm_content=General&utm_id=go_cmp-20504611644_adg-_ad-__dev-c_ext-_prd-3778055_sig-Cj0KCQiA8q--BhDiARIsAP9tKI3bgqc4rqdHSJ7_qrQkf4AOrmP-LusoS-BV493J4OiuM2sL11GzD0QaAlO7EALw_wcB&gad_source=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3bgqc4rqdHSJ7_qrQkf4AOrmP-LusoS-BV493J4OiuM2sL11GzD0QaAlO7EALw_wcB
,1,Cutoff switch,$14.99,$14.99,Amazon,Electronics,Electronics tray,"12V, 200A",Hard cut for main power,1,1,https://www.amazon.com/Battery-Disconnect-Current-Isolator-Outboards/dp/B0B17BGHPS/ref=sr_1_1_sspa?crid=DD1L9X9OU1ZU&dib=eyJ2IjoiMSJ9.WN-EfbA82wSd8EdjeP9eQ4KbP-ad-i0MWoyj2I3-lwGK-tJY-xtagNLM1bvQUoJrvqsRAW3qI9-CIweCivnGpOq8xMz5QITWz6wKoI2uIE01FVD-kUr5Zd6imCiWfeCwUh8Xjwy3uq-oe-OgfrMb4n2J0xOQXiUaooD9azLfRhXlcBqLU25SqqbwEyNiwi-0mydrjJ73qTmJoduxNfpFeK77CuvtPYYy2qXDxC8S6-o.R0Bh_m8YW8eXXH1HVyOIz7frOBy78aDGhY8nCmH4jwc&dib_tag=se&keywords=200A+switch&qid=1741509535&sprefix=200a+switch%2Caps%2C187&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
,1,OLED graphic display,$19.95,$39.90,Adafruit,Electronics,Electronics tray,"Monochrome 1.3"" 128x64",provides a display for system info,2,2,https://www.adafruit.com/product/938?gQT=1
,1,Waterproof switch cover,$3.08,$3.08,Digikey,Electronics,Back plate,[Need exact part],Waterproofs a button,1,1,https://www.digikey.com/en/products/detail/apm-hexseal/N3030-2/340286?gclsrc=aw.ds&&utm_adgroup=&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Product_Low%20ROAS%20Categories&utm_term=&utm_content=&utm_id=go_cmp-20243063506_adg-_ad-__dev-c_ext-_prd-340286_sig-Cj0KCQiA8q--BhDiARIsAP9tKI2nmv-bcKKGng553P4fOKOVNX73V_X-_LC1nfKtupzqTVRA_vPkK8QaAvK7EALw_wcB&gad_source=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2nmv-bcKKGng553P4fOKOVNX73V_X-_LC1nfKtupzqTVRA_vPkK8QaAvK7EALw_wcB
,,Exterior cutoff switch,$2.61,$2.61,Digikey,Electronics,Back plate,N/A,Button for emergency cutoff,1,1,https://www.digikey.com/en/products/detail/c-k/F2UEE/417517
,1,HiLetgo RFID Kit,$5.69,$5.69,Amazon,Electronics,Interior face of Hull,[Need exact part],Reads RFID cards for external controls,1,1,https://www.amazon.com/HiLetgo-RFID-Kit-Arduino-Raspberry/dp/B01CSTW0IA/ref=asc_df_B01CSTW0IA?mcid=896d590d183434548498ee0eaa5bc8a9&hvocijid=3803634920787568789-B01CSTW0IA-&hvexpln=73&tag=hyprod-20&linkCode=df0&hvadid=730312820598&hvpos=&hvnetw=g&hvrand=3803634920787568789&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9033458&hvtargid=pla-2281435177898&psc=1
,1,T5577 Thick Smart Cards,$6.98,$6.98,Amazon,Electronics,N/A,Any Programmable RFID cards or tags,Extra RFID cards for other functions,5,1,https://www.amazon.com/Contactless-Rewritable-Proximity-Clamshell-Compatible/dp/B0DHVXYNZL/ref=asc_df_B0DHVXYNZL?mcid=57f536805084363aac17d973db9567c6&hvocijid=2557123198389000666-B0DHVXYNZL-&hvexpln=73&tag=hyprod-20&linkCode=df0&hvadid=730312820598&hvpos=&hvnetw=g&hvrand=2557123198389000666&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=1027751&hvtargid=pla-2281435177818&th=1
,,Underwater Ultrasonic Obstacle Avoidance Sensor,$32.00,$256.00,DFR Robot,Electronics,Exterior mounts,[Need exact part],"Ultrasonic distance sensor, for 3d mapping",8,8,https://www.dfrobot.com/product-2760.html?srsltid=AfmBOoqPc1YJtI6VFpQhX6PPeJH48JtYGnyYebao-qyBZJvDQugwt06e
,1,6 axis accelerometer and 3 axis gyroscope,$19.95,$39.90,Adafruit,Electronics,Electronics tray,[Need exact part],detects the orientation of the vehicle,2,2,https://www.adafruit.com/product/4517
,1,Adafruit AM2320 Sensor ,$3.95,$3.95,Digikey,Electronics,Electronics tray,[Need exact part],Detects humidity,1,1,https://www.digikey.com/en/products/detail/adafruit-industries-llc/3721/8558266?gclsrc=aw.ds&&utm_adgroup=&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Product_High%20ROAS%20Categories&utm_term=&utm_content=&utm_id=go_cmp-20222717502_adg-_ad-__dev-c_ext-_prd-8558266_sig-Cj0KCQiA8q--BhDiARIsAP9tKI2Kms5GB3CJ1JOyI2FybzSZUoRupl69NsvdqVQQQjq5s8awtnzhioAaAn8aEALw_wcB&gad_source=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2Kms5GB3CJ1JOyI2FybzSZUoRupl69NsvdqVQQQjq5s8awtnzhioAaAn8aEALw_wcB&gclsrc=aw.ds
,10,10k thermistor,$0.95,$9.50,Digikey,Electronics,(various locations),[Need exact part],Detects heat at a point to prevent overheating,10,10,https://www.digikey.com/en/products/detail/adafruit-industries-llc/4890/13982731?gclsrc=aw.ds&&utm_adgroup=&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Product_High%20ROAS%20Categories&utm_term=&utm_content=&utm_id=go_cmp-20222717502_adg-_ad-__dev-c_ext-_prd-13982731_sig-Cj0KCQiA8q--BhDiARIsAP9tKI3Yx7fzMhg2jWFa5g3DBjTna4DHJ5FOdpN29FxehW3_vbuZWtMND4caAi6bEALw_wcB&gad_source=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3Yx7fzMhg2jWFa5g3DBjTna4DHJ5FOdpN29FxehW3_vbuZWtMND4caAi6bEALw_wcB&gclsrc=aw.ds
,1,DF Robot SEN0257 ,$17.50,$17.50,Digikey,Electronics,Exterior mounts,[Need exact part],Detects pressure under the water (to tell depth),1,1,https://www.digikey.com/en/products/detail/dfrobot/SEN0257/8341836?gclsrc=aw.ds&&utm_adgroup=&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Product_Low%20ROAS%20Categories&utm_term=&utm_content=&utm_id=go_cmp-20243063506_adg-_ad-__dev-c_ext-_prd-8341836_sig-Cj0KCQiA8q--BhDiARIsAP9tKI3dXmYnKjigYHR5jSG1fce1zcgZn5eL91qZ3eiujxiAe_ETn0kwhQIaAlrPEALw_wcB&gad_source=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3dXmYnKjigYHR5jSG1fce1zcgZn5eL91qZ3eiujxiAe_ETn0kwhQIaAlrPEALw_wcB&gclsrc=aw.ds
,,Adafruit MPRLS Ported Pressure Sensor,$29.95,$29.95,Adafruit,Electronics,Electronics tray,[Need exact part],Detects interior pressure to monitor for issues,1,1,https://www.adafruit.com/product/3965
,,Waterproof DS18B20 Digital temperature sensor,$6.90,$6.90,Digikey,Electronics,Exterior mounts,[Need exact part],detects water temperature,1,1,https://www.digikey.com/en/products/detail/dfrobot/DFR0198/7597054?gclsrc=aw.ds&&utm_adgroup=&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Product_High%20ROAS%20Categories&utm_term=&utm_content=&utm_id=go_cmp-20222717502_adg-_ad-__dev-c_ext-_prd-7597054_sig-Cj0KCQiAlbW-BhCMARIsADnwasq8qwaE3prtiDhAP_g58RUROLYU-I0KW59koIf80kDk4i3UIIig1aoaAjKAEALw_wcB&gad_source=1&gclid=Cj0KCQiAlbW-BhCMARIsADnwasq8qwaE3prtiDhAP_g58RUROLYU-I0KW59koIf80kDk4i3UIIig1aoaAjKAEALw_wcB&gclsrc=aw.ds
,1,10k photoresistor,$0.95,$0.95,Digikey,Electronics,Dome plate,[Need exact part],detects light to only turn on flashlights when needded,1,1,https://www.digikey.com/en/products/detail/adafruit-industries-llc/161/7244927?gclsrc=aw.ds&&utm_adgroup=&utm_source=google&utm_medium=cpc&utm_campaign=PMax%20Shopping_Product_High%20ROAS%20Categories&utm_term=&utm_content=&utm_id=go_cmp-20222717502_adg-_ad-__dev-c_ext-_prd-7244927_sig-Cj0KCQiAlbW-BhCMARIsADnwasrWjg6oGe1ypQ1QP7T8duFWu_qEqi2iyKCKSV2Fp1qDqhex8MFGjEsaAgFWEALw_wcB&gad_source=1&gclid=Cj0KCQiAlbW-BhCMARIsADnwasrWjg6oGe1ypQ1QP7T8duFWu_qEqi2iyKCKSV2Fp1qDqhex8MFGjEsaAgFWEALw_wcB&gclsrc=aw.ds
,,HMC5883L compass,$7.99,$7.99,Amazon,Electronics,Electronics tray,N/A,Provides reference orientation for the Vehicle,1,1,https://www.amazon.com/Comimark-QMC5883L-Compass-Magnetometer-Arduino/dp/B0855TZV1J/ref=asc_df_B0855TZV1J?mcid=211be108a2f435d08c71a032428202ca&hvocijid=5399623219145986394-B0855TZV1J-&hvexpln=73&tag=hyprod-20&linkCode=df0&hvadid=730312820598&hvpos=&hvnetw=g&hvrand=5399623219145986394&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=1027751&hvtargid=pla-2281435178058&psc=1
,,USB A breakout boards,$0.00,$0.00,Pre-Owned,Electronics,Electronics tray,N/A,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
,,,$0.00,$0.00,,,,,,,,
